API WELL NUMBER,Nearest_SWIW_km
34121244740000,"85    337.765812
Name: geometry, dtype: float64"
34121244830000,"85    344.603945
Name: geometry, dtype: float64"
34121244840000,"85    344.598609
Name: geometry, dtype: float64"
34121244850000,"85    345.29242
Name: geometry, dtype: float64"
34121244860000,"85    345.298244
Name: geometry, dtype: float64"
34121244870000,"85    345.304068
Name: geometry, dtype: float64"
34121244880000,"85    344.61534
Name: geometry, dtype: float64"
34121244890000,"85    344.60967
Name: geometry, dtype: float64"
34121244920000,"85    343.735912
Name: geometry, dtype: float64"
34121244940000,"85    345.309892
Name: geometry, dtype: float64"
34121244950000,"85    344.621065
Name: geometry, dtype: float64"
34121244960000,"85    344.293023
Name: geometry, dtype: float64"
34121244970000,"85    344.294271
Name: geometry, dtype: float64"
34121244980000,"85    344.290526
Name: geometry, dtype: float64"
34121244990000,"85    344.295519
Name: geometry, dtype: float64"
34121245000000,"85    344.296768
Name: geometry, dtype: float64"
34121245020000,"85    344.298016
Name: geometry, dtype: float64"
34121245030000,"85    344.299265
Name: geometry, dtype: float64"
34121245040000,"85    340.293664
Name: geometry, dtype: float64"
34121245050000,"85    343.755405
Name: geometry, dtype: float64"
34121245060000,"85    343.760486
Name: geometry, dtype: float64"
34121245070000,"85    343.765568
Name: geometry, dtype: float64"
34121245110000,"85    343.740548
Name: geometry, dtype: float64"
34121245120000,"85    343.745629
Name: geometry, dtype: float64"
34121245130000,"85    343.750711
Name: geometry, dtype: float64"
34121245140000,"85    336.305628
Name: geometry, dtype: float64"
34121245150000,"85    336.298868
Name: geometry, dtype: float64"
34121245160000,"85    336.298419
Name: geometry, dtype: float64"
34121245290000,"85    340.298541
Name: geometry, dtype: float64"
34121245360000,"85    340.318758
Name: geometry, dtype: float64"
34121245370000,"85    340.323634
Name: geometry, dtype: float64"
34121245380000,"85    340.313881
Name: geometry, dtype: float64"
34121245390000,"85    340.328835
Name: geometry, dtype: float64"
34121245400000,"85    340.333711
Name: geometry, dtype: float64"
34121245420000,"85    331.265038
Name: geometry, dtype: float64"
34121245430000,"85    331.247661
Name: geometry, dtype: float64"
34121245440000,"85    331.241681
Name: geometry, dtype: float64"
34121245460000,"85    331.270951
Name: geometry, dtype: float64"
34121245470100,"85    331.259444
Name: geometry, dtype: float64"
34121245480000,"85    340.308618
Name: geometry, dtype: float64"
34121245490000,"85    340.303804
Name: geometry, dtype: float64"
34121245500000,"85    351.479827
Name: geometry, dtype: float64"
34121245510000,"85    351.47548
Name: geometry, dtype: float64"
34121245520000,"85    351.477876
Name: geometry, dtype: float64"
34121245840000,"85    344.063788
Name: geometry, dtype: float64"
34121238220000,"85    334.148749
Name: geometry, dtype: float64"
34121210040000,"85    333.436998
85    333.436998
Name: geometry, dtype: float64"
34121210210000,"85    332.824221
85    332.824221
Name: geometry, dtype: float64"
34121215880000,"85    320.201205
Name: geometry, dtype: float64"
34121215920000,"85    322.677649
Name: geometry, dtype: float64"
34121216040000,"85    323.972883
Name: geometry, dtype: float64"
34121216060000,"85    320.758476
Name: geometry, dtype: float64"
34121216320000,"85    317.952569
Name: geometry, dtype: float64"
34121216330000,"85    324.66623
Name: geometry, dtype: float64"
34121216380000,"85    322.842564
Name: geometry, dtype: float64"
34121216490000,"85    323.967931
Name: geometry, dtype: float64"
34121216580000,"85    336.326981
Name: geometry, dtype: float64"
34121216590000,"85    321.41894
Name: geometry, dtype: float64"
34121216610000,"85    322.075001
Name: geometry, dtype: float64"
34121216680000,"85    322.206588
Name: geometry, dtype: float64"
34121216840000,"85    320.52589
Name: geometry, dtype: float64"
34121216870000,"85    321.850758
Name: geometry, dtype: float64"
34121216940000,"85    321.659895
Name: geometry, dtype: float64"
34121217140000,"85    322.746297
Name: geometry, dtype: float64"
34121217170000,"85    320.522297
Name: geometry, dtype: float64"
34121217290000,"85    322.785195
Name: geometry, dtype: float64"
34121217310000,"85    318.900181
Name: geometry, dtype: float64"
34121217390000,"85    336.889359
85    336.889359
Name: geometry, dtype: float64"
34121217460000,"85    321.259263
Name: geometry, dtype: float64"
34121217510000,"85    320.88738
Name: geometry, dtype: float64"
34121217550000,"85    321.386758
Name: geometry, dtype: float64"
34121217560000,"85    322.098177
Name: geometry, dtype: float64"
34121217620000,"85    330.774714
Name: geometry, dtype: float64"
34121217840000,"85    321.709643
Name: geometry, dtype: float64"
34121217970000,"85    336.856318
Name: geometry, dtype: float64"
34121218360000,"85    326.803311
Name: geometry, dtype: float64"
34121218400000,"85    326.463124
Name: geometry, dtype: float64"
34121218640000,"85    325.50522
Name: geometry, dtype: float64"
34121218710000,"85    326.537003
Name: geometry, dtype: float64"
34121218750000,"85    327.16837
Name: geometry, dtype: float64"
34121218770000,"85    333.554584
85    333.554584
Name: geometry, dtype: float64"
34121218910000,"85    327.681459
Name: geometry, dtype: float64"
34121218930000,"85    327.660045
Name: geometry, dtype: float64"
34121219020000,"85    328.083462
Name: geometry, dtype: float64"
34121219050000,"85    337.438131
85    337.438131
Name: geometry, dtype: float64"
34121219070000,"85    326.15543
Name: geometry, dtype: float64"
34121219100000,"85    327.64084
Name: geometry, dtype: float64"
34121219250000,"85    334.004088
85    334.004088
Name: geometry, dtype: float64"
34121219330000,"85    324.587668
Name: geometry, dtype: float64"
34121219340000,"85    328.348249
Name: geometry, dtype: float64"
34121219430000,"85    326.894223
Name: geometry, dtype: float64"
34121219520000,"85    326.932893
Name: geometry, dtype: float64"
34121219530000,"85    326.303762
Name: geometry, dtype: float64"
34121219580000,"85    326.420143
Name: geometry, dtype: float64"
34121219630000,"85    317.955643
Name: geometry, dtype: float64"
34121219760000,"85    335.215433
Name: geometry, dtype: float64"
34121219910000,"85    327.631711
Name: geometry, dtype: float64"
34121219940000,"85    323.651297
Name: geometry, dtype: float64"
34121220040000,"85    324.055393
Name: geometry, dtype: float64"
34121220290000,"85    326.505827
Name: geometry, dtype: float64"
34121220510000,"85    317.826385
Name: geometry, dtype: float64"
34121220970000,"85    328.178552
Name: geometry, dtype: float64"
34121220990000,"85    329.53755
Name: geometry, dtype: float64"
34121221090000,"85    328.314581
Name: geometry, dtype: float64"
34121221170000,"85    326.558807
Name: geometry, dtype: float64"
34121221550000,"85    317.176843
Name: geometry, dtype: float64"
34121224930000,"85    330.210094
Name: geometry, dtype: float64"
34121225000000,"85    330.595335
Name: geometry, dtype: float64"
34121225240000,"85    326.272102
Name: geometry, dtype: float64"
34121225270000,"85    333.062588
Name: geometry, dtype: float64"
34121225320000,"85    330.825128
Name: geometry, dtype: float64"
34121225370000,"85    332.344116
Name: geometry, dtype: float64"
34121225380000,"85    331.873333
Name: geometry, dtype: float64"
34121225410000,"85    326.895896
Name: geometry, dtype: float64"
34121225460000,"85    330.428603
Name: geometry, dtype: float64"
34121225790000,"85    331.63162
Name: geometry, dtype: float64"
34121246180000,"85    339.154208
Name: geometry, dtype: float64"
34121246190000,"85    339.162863
Name: geometry, dtype: float64"
34121246200000,"85    329.903017
Name: geometry, dtype: float64"
34121246400000,"85    338.853767
Name: geometry, dtype: float64"
34121246410000,"85    338.851067
Name: geometry, dtype: float64"
34121246420000,"85    338.847982
Name: geometry, dtype: float64"
34121246430000,"85    338.844896
Name: geometry, dtype: float64"
34121220540000,"85    317.000171
Name: geometry, dtype: float64"
34121220560000,"85    329.133672
Name: geometry, dtype: float64"
34121220570000,"85    328.668835
Name: geometry, dtype: float64"
34121220590000,"85    327.583918
Name: geometry, dtype: float64"
34121220620000,"85    322.536449
Name: geometry, dtype: float64"
34121220630000,"85    323.045775
Name: geometry, dtype: float64"
34121220700000,"85    330.183422
Name: geometry, dtype: float64"
34121220720000,"85    328.180621
Name: geometry, dtype: float64"
34121220860000,"85    327.708649
Name: geometry, dtype: float64"
34121221050000,"85    338.842381
Name: geometry, dtype: float64"
34121221320000,"85    330.721347
Name: geometry, dtype: float64"
34121221600000,"85    331.518816
Name: geometry, dtype: float64"
34121221770000,"85    329.365165
Name: geometry, dtype: float64"
34121222480000,"85    330.338162
Name: geometry, dtype: float64"
34121225530000,"85    342.573387
Name: geometry, dtype: float64"
34121225750000,"85    331.804772
Name: geometry, dtype: float64"
34121227620000,"85    347.740921
Name: geometry, dtype: float64"
34121227630000,"85    347.455325
Name: geometry, dtype: float64"
34121227650000,"85    331.620334
Name: geometry, dtype: float64"
34121228410000,"85    330.203979
Name: geometry, dtype: float64"
34121228930000,"85    322.683601
Name: geometry, dtype: float64"
34121228980000,"85    322.313457
Name: geometry, dtype: float64"
34121229150000,"85    324.569751
Name: geometry, dtype: float64"
34121229190000,"85    324.182611
Name: geometry, dtype: float64"
34121229200000,"85    324.241022
Name: geometry, dtype: float64"
34121229830000,"85    320.772088
Name: geometry, dtype: float64"
34121230060000,"85    322.863142
Name: geometry, dtype: float64"
34121230250000,"85    328.292676
Name: geometry, dtype: float64"
34121230460000,"85    331.865748
Name: geometry, dtype: float64"
34121226000000,"85    335.175355
Name: geometry, dtype: float64"
34121226010000,"85    335.96902
Name: geometry, dtype: float64"
34121226080000,"85    334.744991
Name: geometry, dtype: float64"
34121226170000,"85    328.080372
Name: geometry, dtype: float64"
34121226500000,"85    351.381258
Name: geometry, dtype: float64"
34121226510000,"85    351.732694
Name: geometry, dtype: float64"
34121226780000,"85    325.94673
Name: geometry, dtype: float64"
34121226940000,"85    319.167454
Name: geometry, dtype: float64"
34121226950000,"85    321.192951
Name: geometry, dtype: float64"
34121227020000,"85    318.863523
Name: geometry, dtype: float64"
34121227060000,"85    327.306118
Name: geometry, dtype: float64"
34121227080000,"85    317.50827
Name: geometry, dtype: float64"
34121227090000,"85    317.601208
Name: geometry, dtype: float64"
34121227100000,"85    319.016402
Name: geometry, dtype: float64"
34121227120000,"85    319.81905
Name: geometry, dtype: float64"
34121227130000,"85    321.055778
Name: geometry, dtype: float64"
34121227150000,"85    318.611991
Name: geometry, dtype: float64"
34121227160000,"85    327.612599
Name: geometry, dtype: float64"
34121227390000,"85    319.578341
Name: geometry, dtype: float64"
34121227400000,"85    318.878683
Name: geometry, dtype: float64"
34121227410000,"85    321.306027
Name: geometry, dtype: float64"
34121228020000,"85    337.384151
85    337.384151
Name: geometry, dtype: float64"
34121228430000,"85    337.106117
85    337.106117
Name: geometry, dtype: float64"
34121228460000,"85    326.538676
Name: geometry, dtype: float64"
34121228660000,"85    316.983896
Name: geometry, dtype: float64"
34121228680000,"85    324.001092
Name: geometry, dtype: float64"
34121229040000,"85    316.772743
Name: geometry, dtype: float64"
34121229050000,"85    317.797985
Name: geometry, dtype: float64"
34121229570000,"85    320.793761
Name: geometry, dtype: float64"
34121229580000,"85    318.406032
Name: geometry, dtype: float64"
34121229620000,"85    318.826229
Name: geometry, dtype: float64"
34121229680000,"85    318.935827
Name: geometry, dtype: float64"
34121229730000,"85    336.314597
Name: geometry, dtype: float64"
34121229740000,"85    336.555929
85    336.555929
Name: geometry, dtype: float64"
34121229950000,"85    332.761216
Name: geometry, dtype: float64"
34121230560000,"85    323.184685
Name: geometry, dtype: float64"
34121230750000,"85    321.949945
Name: geometry, dtype: float64"
34121230860000,"85    324.007899
Name: geometry, dtype: float64"
34121230870000,"85    324.387997
Name: geometry, dtype: float64"
34121230880000,"85    322.786472
Name: geometry, dtype: float64"
34121237850000,"85    345.546404
Name: geometry, dtype: float64"
34121237870000,"85    346.169444
Name: geometry, dtype: float64"
34121237890000,"85    344.640821
Name: geometry, dtype: float64"
34121237980000,"85    345.512818
Name: geometry, dtype: float64"
34121238030000,"85    327.052768
Name: geometry, dtype: float64"
34121238420000,"85    345.541093
Name: geometry, dtype: float64"
34121238430000,"85    345.90761
Name: geometry, dtype: float64"
34121238470000,"85    346.624818
Name: geometry, dtype: float64"
34121238680000,"85    314.756577
Name: geometry, dtype: float64"
34121239800000,"85    345.484158
Name: geometry, dtype: float64"
34121240400000,"85    327.695743
Name: geometry, dtype: float64"
34121240430000,"85    330.423369
Name: geometry, dtype: float64"
34121240650000,"85    329.883674
Name: geometry, dtype: float64"
34121240870000,"85    331.49925
Name: geometry, dtype: float64"
34121241080000,"85    331.916552
Name: geometry, dtype: float64"
34121242220000,"85    338.960342
Name: geometry, dtype: float64"
34121601490000,"85    334.125277
Name: geometry, dtype: float64"
